"","X","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean","state","year","sex","Census_Region","Census_Division","stabbrs"
"1410",60,"Maryland.1998.Male",74.9534566665132,75.0942677993627,75.2479508703958,75.0961603066419,66.9228492046166,67.1831074520554,67.4494695622183,67.1843165373034,7.61382215998052,7.91671826931525,8.20750940453316,7.91184376933851,"Maryland",1998,"Male","South","South Atlantic","MD"
"1411",61,"Maryland.1999.Female",79.9442788200594,80.0707996638034,80.1973881196867,80.0716499084121,75.3490576410816,75.5845060592125,75.8305783953611,75.5857853835015,4.20651118863581,4.49023289665335,4.75916835053989,4.48586452491052,"Maryland",1999,"Female","South","South Atlantic","MD"
"1412",62,"Maryland.1999.Male",75.0743191046407,75.2172773565867,75.3641493168209,75.2177844800509,67.3088308600531,67.5813308744617,67.8222432725179,67.5776190420968,7.34524255166584,7.63628311197287,7.92920752868184,7.64016543795408,"Maryland",1999,"Male","South","South Atlantic","MD"
"1413",63,"Maryland.2000.Female",79.9007313041451,80.0410654388352,80.1645385962132,80.036556687074,75.5072714063974,75.746142227694,75.9936875378454,75.7455277549277,4.00811906044232,4.28814821444315,4.58183837993869,4.29102893214624,"Maryland",2000,"Female","South","South Atlantic","MD"
"1414",64,"Maryland.2000.Male",75.2149396265157,75.3530851611103,75.4862236367013,75.3517027834934,67.8498209326902,68.1026354087664,68.34400487921,68.0988239466834,6.97031750442498,7.25077973217504,7.54691849139636,7.25287883681001,"Maryland",2000,"Male","South","South Atlantic","MD"
"1415",65,"Maryland.2001.Female",80.0539626784405,80.1929471208877,80.3179986760093,80.1915403376996,75.704589489644,75.9367363035521,76.169337011044,75.936361064505,3.9837993655051,4.25360115066952,4.52132522307599,4.25517927319459,"Maryland",2001,"Female","South","South Atlantic","MD"
"1416",66,"Maryland.2001.Male",75.3760941119957,75.5111929396042,75.6464889664359,75.5119984174418,68.220996439069,68.4812928707864,68.7471574993764,68.4836923721657,6.72172822088002,7.02868120200085,7.34453186304763,7.02830604527605,"Maryland",2001,"Male","South","South Atlantic","MD"
"1417",67,"Maryland.2002.Female",80.2352479160429,80.3716671455814,80.5005005616501,80.3735097068142,75.8814182137023,76.1188881807293,76.3411496602902,76.114656329472,3.98454533173896,4.26131147025336,4.51379153727582,4.25885337734219,"Maryland",2002,"Female","South","South Atlantic","MD"
"1418",68,"Maryland.2002.Male",75.5663361002291,75.697676913708,75.8375169748147,75.6986283254999,68.5548274879835,68.8138683715338,69.0819544965541,68.8160243034823,6.58762244390584,6.88323301892689,7.17182149639498,6.88260402201759,"Maryland",2002,"Male","South","South Atlantic","MD"
"1419",69,"Maryland.2003.Female",80.4314298171321,80.5625044729532,80.6922345079969,80.5619768277939,76.2444895685747,76.4802528101877,76.7152170315015,76.4786867605478,3.82651744859523,4.08533282150138,4.33868452575635,4.08329006724612,"Maryland",2003,"Female","South","South Atlantic","MD"
"1420",70,"Maryland.2003.Male",75.6857923272963,75.8282940549909,75.9605288021462,75.8254174491575,68.7357595399417,68.992033480797,69.2382563562124,68.9921987534176,6.5708899807949,6.83267294956289,7.12719751936414,6.83321869573992,"Maryland",2003,"Male","South","South Atlantic","MD"
"1421",71,"Maryland.2004.Female",80.7825473775699,80.9133721610009,81.0566574899596,80.915713293663,76.6825381817699,76.9063613048446,77.1557338491993,76.9091023059188,3.73085622301901,4.0107390274539,4.25191916056616,4.0066109877442,"Maryland",2004,"Female","South","South Atlantic","MD"
"1422",72,"Maryland.2004.Male",76.0571061935489,76.1933755648852,76.3431088378172,76.192749716054,69.260705196802,69.5299124522295,69.7961953668094,69.5278960734944,6.37520656676012,6.66384379498159,6.96327455328691,6.6648536425596,"Maryland",2004,"Male","South","South Atlantic","MD"
"1423",73,"Maryland.2005.Female",80.8609970984525,80.9921608072859,81.1281883667927,80.9926682859498,77.0297930911159,77.2614873347294,77.4777844393226,77.2561930938971,3.48658401211988,3.73706102666957,4.02489967026782,3.73647519205264,"Maryland",2005,"Female","South","South Atlantic","MD"
"1424",74,"Maryland.2005.Male",76.2453941831879,76.3806946336551,76.5214600667669,76.3816251152221,69.8066751386358,70.0745363641671,70.3263561829741,70.0719163044595,6.01696073894504,6.30759590713775,6.61212517867835,6.30970881076264,"Maryland",2005,"Male","South","South Atlantic","MD"
"1425",75,"Maryland.2006.Female",81.1300205322088,81.2776865063495,81.4182379236812,81.277082377381,77.3929245171977,77.6191955144395,77.8386577837615,77.6169149964699,3.39776459386635,3.66258293417231,3.93349535985001,3.66016738091116,"Maryland",2006,"Female","South","South Atlantic","MD"
"1426",76,"Maryland.2006.Male",76.4965268417608,76.6407423078201,76.7905353647564,76.6405221899686,70.3014045494361,70.5524413023607,70.818737664911,70.5521415427353,5.77825533229806,6.086746242563,6.3995597317339,6.08838064723327,"Maryland",2006,"Male","South","South Atlantic","MD"
"1427",77,"Maryland.2007.Female",81.2956239906753,81.4370115638911,81.5677125637652,81.4348953794256,77.8139551450234,78.0352969011403,78.2757601741219,78.038957189359,3.11767722472963,3.39766671749432,3.67076023856572,3.39593819006667,"Maryland",2007,"Female","South","South Atlantic","MD"
"1428",78,"Maryland.2007.Male",76.6487440354845,76.7913842268789,76.931466976394,76.7897652627085,70.6651986963643,70.920745953686,71.167916027815,70.9230190857915,5.58038848142557,5.86693840783578,6.16041213194054,5.866746176917,"Maryland",2007,"Male","South","South Atlantic","MD"
"1429",79,"Maryland.2008.Female",81.5394865982489,81.6707924170707,81.8025155965512,81.6709681902335,78.1652791640558,78.412529968833,78.6512833054039,78.4135245464657,2.99798828213486,3.25837511907806,3.53780777267845,3.25744364376774,"Maryland",2008,"Female","South","South Atlantic","MD"
"1430",80,"Maryland.2008.Male",76.8538032900888,76.9950812832656,77.1539738942916,76.9994082843677,71.1105540949134,71.3660178820767,71.614670058913,71.3662914366567,5.35747822307022,5.62477453533547,5.9300492090767,5.63311684771106,"Maryland",2008,"Male","South","South Atlantic","MD"
"1431",81,"Maryland.2009.Female",81.7575822437559,81.8892430596599,82.0367368318462,81.8896375201067,78.6083358513917,78.8343619293504,79.0770112315475,78.8326671549077,2.77363978647061,3.06044469084772,3.3111430925115,3.05697036519896,"Maryland",2009,"Female","South","South Atlantic","MD"
"1432",82,"Maryland.2009.Male",77.1717450435351,77.3105111208129,77.4639032138216,77.3107024506858,71.7591050210026,71.9999667720797,72.2639630160322,72.0016298096707,5.01902073662415,5.31206849717622,5.57162840304476,5.30907264101513,"Maryland",2009,"Male","South","South Atlantic","MD"
"1433",83,"Maryland.2010.Female",81.9288599454248,82.0620886169582,82.2035342529834,82.0610542811221,78.9385418764643,79.1743963644583,79.3930786843244,79.1694707767355,2.63986672486637,2.89473188796552,3.16688501047883,2.89158350438658,"Maryland",2010,"Female","South","South Atlantic","MD"
"1434",84,"Maryland.2010.Male",77.5021400777393,77.6319222315627,77.7896109819752,77.6353869070136,72.5166348396199,72.7717559272425,73.009990900886,72.7681594416068,4.57952835592115,4.87215805010733,5.15853157266572,4.86722746540682,"Maryland",2010,"Male","South","South Atlantic","MD"
"1435",85,"Maryland.2011.Female",82.011223526914,82.1525976057753,82.2843637753314,82.1524835782823,79.3249323462989,79.5766563018344,79.82051761087,79.5751609533813,2.30466680801877,2.57468604307999,2.85388918484575,2.57732262490093,"Maryland",2011,"Female","South","South Atlantic","MD"
"1436",86,"Maryland.2011.Male",77.5539122334675,77.7019305680218,77.8432494740142,77.7005910637679,73.0523583438076,73.2951802109493,73.5622716222013,73.2988989643975,4.11808673103355,4.40029824865045,4.69053073996568,4.40169209937044,"Maryland",2011,"Male","South","South Atlantic","MD"
"1437",87,"Maryland.2012.Female",82.0467440928871,82.1931060517958,82.3436471841281,82.1950288944868,79.5794113199879,79.8242895373155,80.0981067089441,79.8277506755534,2.09526477180218,2.36852134763586,2.64914665083172,2.36727821893336,"Maryland",2012,"Female","South","South Atlantic","MD"
"1438",88,"Maryland.2012.Male",77.6278584522582,77.764038193613,77.9246641825689,77.7654948420055,73.2870617693269,73.5232345291655,73.7829617813437,73.5264786406986,3.93606126236602,4.24255636734457,4.52022633329635,4.23901620130689,"Maryland",2012,"Male","South","South Atlantic","MD"
"1439",89,"Maryland.2013.Female",82.0313441711966,82.1967184148824,82.357676979633,82.1993632791275,79.6140586138507,79.9058223463595,80.1829940913192,79.9046949061344,1.98239676665695,2.29201793761808,2.63682669585884,2.29466837299315,"Maryland",2013,"Female","South","South Atlantic","MD"
"1440",90,"Maryland.2013.Male",77.5363264222844,77.7015209669887,77.8759537861455,77.7054806840843,73.2780598065493,73.5718362452903,73.8719555411592,73.5716596106608,3.79062471096001,4.13358944769106,4.4757852726233,4.13382107342348,"Maryland",2013,"Male","South","South Atlantic","MD"
"1441",1,"Massachusetts.1969.Female",75.4270436147049,75.5633950604516,75.7128791051057,75.5664676798767,70.5721430912147,71.4472840417526,72.3032907119506,71.4280302675934,3.26099171775022,4.12843565805051,5.0229833993437,4.13843741228321,"Massachusetts",1969,"Female","Northeast","New England","MA"
"1442",2,"Massachusetts.1969.Male",68.0769243464074,68.2271940454838,68.3944806768754,68.2280415238763,60.8536517470844,61.7675638269626,62.6429723468043,61.7612171759442,5.55644391670834,6.47340162885391,7.37989679456745,6.46682434793209,"Massachusetts",1969,"Male","Northeast","New England","MA"
"1443",3,"Massachusetts.1970.Female",75.7769916932284,75.9123062703416,76.0479284467991,75.9100792078248,70.8691805422932,71.6534242948408,72.4068545562911,71.650876005566,3.5010771736089,4.25748329481597,5.07022474187856,4.2592032022588,"Massachusetts",1970,"Female","Northeast","New England","MA"
"1444",4,"Massachusetts.1970.Male",68.247956754539,68.3928044266972,68.5359737715648,68.3941638663127,61.1299703255601,61.9402180800223,62.7427601172313,61.9486128871703,5.6528849679445,6.45902718324084,7.27061366143654,6.44555097914242,"Massachusetts",1970,"Male","Northeast","New England","MA"
"1445",5,"Massachusetts.1971.Female",76.0217589312368,76.1436343624005,76.2787839281887,76.1452139983595,71.1426913420413,71.8827748424692,72.5775980223882,71.8805342722358,3.54605561918195,4.26286320856401,5.03856034742383,4.26467972612368,"Massachusetts",1971,"Female","Northeast","New England","MA"
"1446",6,"Massachusetts.1971.Male",68.6413458516663,68.7686233097304,68.9016564616329,68.7691731906163,61.5174468957946,62.297061341608,62.9687183962629,62.2936806172667,5.7696961296586,6.47061152263492,7.26876074638132,6.47549257334955,"Massachusetts",1971,"Male","Northeast","New England","MA"
"1447",7,"Massachusetts.1972.Female",76.3216024627856,76.4360833781745,76.5664749161631,76.4388357522989,71.7791311511806,72.5029245360851,73.2090399243211,72.4912143056385,3.2209317389127,3.93271564251327,4.64462860074498,3.94762144666039,"Massachusetts",1972,"Female","Northeast","New England","MA"
"1448",8,"Massachusetts.1972.Male",68.7017231190422,68.8418770882806,68.9778844329998,68.8394260063491,62.1587588690898,62.8191656344655,63.4794487521636,62.8080241751257,5.36385528079109,6.02005662974251,6.73085108989877,6.03140183122348,"Massachusetts",1972,"Male","Northeast","New England","MA"
"1449",9,"Massachusetts.1973.Female",76.6284621097001,76.7533328918983,76.8789619741681,76.7529325856953,72.3190515464407,73.0417614718076,73.7160946021835,73.0444114192941,3.02802541866377,3.71155168255793,4.41720688505327,3.7085211664012,"Massachusetts",1973,"Female","Northeast","New England","MA"
"1450",10,"Massachusetts.1973.Male",68.7696505915745,68.9082683333006,69.0432626826884,68.9077195134267,62.6924517173486,63.3429937952655,64.0011238557194,63.342451469863,4.90676638311412,5.56090603848987,6.22882591015599,5.56526804356366,"Massachusetts",1973,"Male","Northeast","New England","MA"
"1451",11,"Massachusetts.1974.Female",77.0617780716302,77.1865607775039,77.3143335176941,77.1896349768447,73.0673988458519,73.7406571100312,74.3835422106222,73.738994388129,2.77784332465067,3.44261009555971,4.11953683490061,3.45064058871566,"Massachusetts",1974,"Female","Northeast","New England","MA"
"1452",12,"Massachusetts.1974.Male",69.1833577571567,69.3196630995251,69.4453056191065,69.3202223891273,63.4790829135119,64.1251775813642,64.7459449156409,64.1258221684496,4.56761271776731,5.18958756365804,5.86109180523222,5.19440022067772,"Massachusetts",1974,"Male","Northeast","New England","MA"
"1453",13,"Massachusetts.1975.Female",77.63169514954,77.7656808177048,77.8918676982506,77.7644660453182,73.597609253745,74.2581490993015,74.935435756779,74.2753057485457,2.78726814371193,3.49954106986734,4.19690431642474,3.48916029677241,"Massachusetts",1975,"Female","Northeast","New England","MA"
"1454",14,"Massachusetts.1975.Male",69.7203680324732,69.8619423786862,69.9977176585614,69.8602843942187,64.2484742622657,64.9135785423299,65.5267303525775,64.9131664187493,4.31693913419072,4.94732332144025,5.61808927976066,4.94711797546936,"Massachusetts",1975,"Male","Northeast","New England","MA"
"1455",15,"Massachusetts.1976.Female",77.711211434306,77.8390266054498,77.9703238079579,77.8416313786953,73.9979860824888,74.6640622576603,75.2973424810733,74.6624976185101,2.51556946830413,3.18501919005948,3.83974026511077,3.17913376018518,"Massachusetts",1976,"Female","Northeast","New England","MA"
"1456",16,"Massachusetts.1976.Male",70.2029572075869,70.3406899323837,70.4687777540208,70.338467924082,64.9115629711211,65.5768607408312,66.2225290724838,65.5784998399273,4.14143929872857,4.76885150098668,5.45400963416454,4.75996808415467,"Massachusetts",1976,"Male","Northeast","New England","MA"
"1457",17,"Massachusetts.1977.Female",78.3088070395643,78.4349448911758,78.5651822088629,78.435830852023,74.4533416800055,75.0378872154095,75.6397787621209,75.0376164489471,2.78094161379099,3.39443611956293,3.9956416034878,3.39821440307588,"Massachusetts",1977,"Female","Northeast","New England","MA"
"1458",18,"Massachusetts.1977.Male",70.6993074783844,70.8340186732439,70.9711684732743,70.8344177917513,65.5014494498025,66.0941317242552,66.7366412615482,66.100724261908,4.09421337996701,4.73978943528264,5.34333123039521,4.73369352984334,"Massachusetts",1977,"Male","Northeast","New England","MA"
"1459",19,"Massachusetts.1978.Female",78.4403000001937,78.5653878975058,78.69698669678,78.5670058895386,74.7366643440048,75.3448586573323,76.027368517626,75.3513793636578,2.50729193720432,3.21913639054013,3.839868432548,3.21562652588085,"Massachusetts",1978,"Female","Northeast","New England","MA"
"1460",20,"Massachusetts.1978.Male",70.9164487073089,71.0536483878616,71.187356731577,71.0527186065186,65.9217011683978,66.5466736198251,67.2089444166958,66.5437812701455,3.85166853225982,4.51018283662665,5.12540379215354,4.50893733637311,"Massachusetts",1978,"Male","Northeast","New England","MA"
"1461",21,"Massachusetts.1979.Female",78.5707839905115,78.6968859305266,78.8210641310431,78.6937949216232,75.1005789140153,75.7195358207007,76.3559179965303,75.7247339946028,2.32000086899484,2.97694725457566,3.59196202733808,2.96906092702037,"Massachusetts",1979,"Female","Northeast","New England","MA"
"1462",22,"Massachusetts.1979.Male",71.1655501728503,71.2840816886457,71.4265149018001,71.2861234015822,66.4791475361597,67.0522101296212,67.6689104431296,67.0533686497163,3.63473848959884,4.23747050398843,4.84825909003638,4.23275475186592,"Massachusetts",1979,"Male","Northeast","New England","MA"
"1463",23,"Massachusetts.1980.Female",78.3143906354356,78.4352602823676,78.5600047782578,78.4347368459915,75.2658776410747,75.9087207187493,76.531328638675,75.9015289767111,1.87147917077011,2.52942542772221,3.14726340127961,2.53320786928038,"Massachusetts",1980,"Female","Northeast","New England","MA"
"1464",24,"Massachusetts.1980.Male",71.2209127042584,71.347036855113,71.475962901887,71.3464383533052,66.6149033665646,67.2281306508328,67.821703897252,67.2156387933536,3.53411481071339,4.12114507283577,4.76129206903641,4.13079955995162,"Massachusetts",1980,"Male","Northeast","New England","MA"
"1465",25,"Massachusetts.1981.Female",78.7700264292923,78.8950196210726,79.0119539529791,78.896068093963,75.4810243481225,76.0832168360257,76.7279183603498,76.0894133406879,2.15448686181304,2.81269614312265,3.44421221235202,2.80665475327512,"Massachusetts",1981,"Female","Northeast","New England","MA"
"1466",26,"Massachusetts.1981.Male",71.5520740950143,71.6806993988009,71.8144612575014,71.6820054518489,66.9033247407197,67.4965758397664,68.0810442474885,67.4973534645217,3.60047789221807,4.19416234169091,4.78321390419074,4.18465198732725,"Massachusetts",1981,"Male","Northeast","New England","MA"
"1467",27,"Massachusetts.1982.Female",78.9180563498108,79.048167527584,79.180175170631,79.0491304602991,75.5520653001128,76.1571018392061,76.7346529805399,76.1516563878197,2.29371777843909,2.8887301095352,3.50115116795234,2.89747407247939,"Massachusetts",1982,"Female","Northeast","New England","MA"
"1468",28,"Massachusetts.1982.Male",71.7238654008513,71.8639116807236,71.9898620492381,71.8616024704314,67.21202797238,67.7628094829401,68.3854691914695,67.7723376386208,3.46157749584504,4.09901637397454,4.65391575248287,4.08926483181055,"Massachusetts",1982,"Male","Northeast","New England","MA"
"1469",29,"Massachusetts.1983.Female",78.9009708441393,79.0185342725802,79.1437522519331,79.0195754389799,75.6630825918546,76.2159452159324,76.8354220579483,76.2214179874666,2.19790756699381,2.80629762491748,3.38788519715058,2.79815745151329,"Massachusetts",1983,"Female","Northeast","New England","MA"
"1470",30,"Massachusetts.1983.Male",71.8311593044793,71.965660079664,72.0993273853986,71.9648694038484,67.4303562112931,68.0179123233464,68.5721956794263,68.0114807846279,3.37140285991001,3.95191080606988,4.53063805480439,3.95338861922044,"Massachusetts",1983,"Male","Northeast","New England","MA"
"1471",31,"Massachusetts.1984.Female",78.8395377146209,78.963711572947,79.0887482394744,78.9640000006404,75.6313284856333,76.1890412412478,76.7581823478062,76.185950911894,2.19018374274695,2.77757707319022,3.3473722569102,2.77804908874635,"Massachusetts",1984,"Female","Northeast","New England","MA"
"1472",32,"Massachusetts.1984.Male",71.8845450104148,72.0150574281134,72.1445427907949,72.0158879434825,67.5856544695435,68.1131828814861,68.6720758387948,68.1137077923268,3.33053952378776,3.9023637550261,4.45206224130126,3.90218015115561,"Massachusetts",1984,"Male","Northeast","New England","MA"
"1473",33,"Massachusetts.1985.Female",78.9014421652443,79.0168267314035,79.1358948568435,79.0179633864398,75.5973781240026,76.1277726650411,76.6391155851477,76.1314208941632,2.34017996629146,2.88966387474228,3.47029151497902,2.88654249227657,"Massachusetts",1985,"Female","Northeast","New England","MA"
"1474",34,"Massachusetts.1985.Male",72.0710602113768,72.1984111304776,72.3289477843371,72.1990967670108,67.5154522527171,68.0856970323691,68.6414050735229,68.0809142339308,3.52908159618361,4.11498271542833,4.7037993505599,4.11818253307998,"Massachusetts",1985,"Male","Northeast","New England","MA"
"1475",35,"Massachusetts.1986.Female",78.9520160756894,79.0683493266486,79.1719825198574,79.0676237653069,75.6698721046577,76.2014680419665,76.7507818166078,76.1947947644801,2.30060850775908,2.86175514744551,3.41462958369836,2.87282900082685,"Massachusetts",1986,"Female","Northeast","New England","MA"
"1476",36,"Massachusetts.1986.Male",72.3042756815652,72.4342560987084,72.549911722427,72.4321846796392,67.5912661960703,68.1338203190546,68.6947070577164,68.1275358428376,3.71421142113203,4.30203493494095,4.86818626995854,4.30464883680162,"Massachusetts",1986,"Male","Northeast","New England","MA"
"1477",37,"Massachusetts.1987.Female",79.1468170001527,79.2568073465708,79.3781243435682,79.2585869237414,75.8323424799389,76.3796732839275,76.9259263023748,76.3713054973025,2.3436001393968,2.87706429718827,3.42286666794483,2.88728142643891,"Massachusetts",1987,"Female","Northeast","New England","MA"
"1478",38,"Massachusetts.1987.Male",72.4957027662526,72.614975094593,72.7336523662476,72.6132400345801,67.6606322652665,68.1776132651384,68.7466256292301,68.1869256126302,3.87412935327111,4.4357070391692,4.97212331474278,4.42631442194995,"Massachusetts",1987,"Male","Northeast","New England","MA"
"1479",39,"Massachusetts.1988.Female",79.1687432932952,79.2772602788818,79.3856794268904,79.27866769082,76.0521851542823,76.571494370055,77.1392535136396,76.5726466217726,2.13253060503805,2.71080149363497,3.24468665701942,2.7060210690474,"Massachusetts",1988,"Female","Northeast","New England","MA"
"1480",40,"Massachusetts.1988.Male",72.5786103402765,72.6959176439935,72.8170452543789,72.6974454146927,67.5989049270483,68.1066735873291,68.6151403448458,68.0966016840991,4.06507666522513,4.58487822521828,5.14306416857497,4.60084373059366,"Massachusetts",1988,"Male","Northeast","New England","MA"
"1481",41,"Massachusetts.1989.Female",79.6901330022452,79.8045262945084,79.9187659818555,79.8039913146498,76.2194257632231,76.7500108709865,77.2850494796811,76.7582151646079,2.53250908152231,3.04799988834504,3.60784782036306,3.04577615004195,"Massachusetts",1989,"Female","Northeast","New England","MA"
"1482",42,"Massachusetts.1989.Male",73.0767451918544,73.2097157171589,73.3301696392077,73.2096636895797,67.7898080894061,68.3195215349903,68.8085733111842,68.319132918106,4.38393118738935,4.88695321606667,5.44431571910307,4.89053077147368,"Massachusetts",1989,"Male","Northeast","New England","MA"
"1483",43,"Massachusetts.1990.Female",79.9192631162159,80.040023917895,80.1625533945251,80.0403244634342,76.5354638370307,77.020115648046,77.5069231397294,77.0210397943765,2.50940640037034,3.02071920199944,3.52624897921833,3.01928466905765,"Massachusetts",1990,"Female","Northeast","New England","MA"
"1484",44,"Massachusetts.1990.Male",73.4597333884987,73.5858184394752,73.7054152336091,73.5849995522559,67.8634591064252,68.4028636414888,68.9406757487826,68.4013386182498,4.6466679139835,5.18372859436122,5.7243922213929,5.18366093400609,"Massachusetts",1990,"Male","Northeast","New England","MA"
"1485",45,"Massachusetts.1991.Female",80.1103162694514,80.2223815230249,80.3274663835258,80.2224025554594,76.6760759724344,77.1089156571727,77.624358436246,77.1228122466323,2.58280659396554,3.1154252609616,3.55650951898525,3.09959030882714,"Massachusetts",1991,"Female","Northeast","New England","MA"
"1486",46,"Massachusetts.1991.Male",73.6923478168891,73.8077818179776,73.9350826825952,73.8092225365384,68.0716932391717,68.5903923590934,69.1155014183619,68.5928156555042,4.6966819752041,5.21319542819467,5.73941169131073,5.2164068810342,"Massachusetts",1991,"Male","Northeast","New England","MA"
"1487",47,"Massachusetts.1992.Female",80.2211143137263,80.3393047312818,80.4750161665824,80.3399287352516,76.8772456940297,77.3770498796976,77.8725139582704,77.3773993440913,2.42625179076602,2.9674558128378,3.48322987879186,2.96252939116031,"Massachusetts",1992,"Female","Northeast","New England","MA"
"1488",48,"Massachusetts.1992.Male",73.74748656871,73.8673737359894,73.9916241257812,73.8687618192967,68.3145919178496,68.8192414708612,69.2923836178012,68.8130677888091,4.54194776380559,5.05358380469146,5.57397078432852,5.05569403048757,"Massachusetts",1992,"Male","Northeast","New England","MA"
"1489",49,"Massachusetts.1993.Female",80.0448609000828,80.1552972040852,80.279137713308,80.1556594499934,77.0790146452276,77.5963494838472,78.0841995747288,77.6016743602964,2.05911283456487,2.55703280055949,3.08944872846408,2.55398508969694,"Massachusetts",1993,"Female","Northeast","New England","MA"
"1490",50,"Massachusetts.1993.Male",73.8305908828881,73.9577689543643,74.0880778127249,73.958046510866,68.4681490822693,69.012643215258,69.4872601900032,68.9967315735229,4.45398057446641,4.94074030293629,5.48988349045695,4.96131493734311,"Massachusetts",1993,"Male","Northeast","New England","MA"
"1491",51,"Massachusetts.1994.Female",80.2506960802406,80.3687741910802,80.4837543826788,80.3686493576257,76.9980886709053,77.4952415622112,77.949868474897,77.4954324901895,2.40584140897326,2.86834763146577,3.38051709472695,2.87321686743616,"Massachusetts",1994,"Female","Northeast","New England","MA"
"1492",52,"Massachusetts.1994.Male",74.1007156705243,74.2315634427688,74.3528623757824,74.2305266536789,68.6034821450353,69.1369617283747,69.6804045600683,69.1304395219858,4.54381228927214,5.11179537510542,5.64514581581138,5.10008713169305,"Massachusetts",1994,"Male","Northeast","New England","MA"
"1493",53,"Massachusetts.1995.Female",80.3007952805987,80.4174244632589,80.5323526124191,80.417423095832,77.2602577938077,77.7230999184643,78.2186955255257,77.7287487466793,2.18376599863076,2.69913858767953,3.15799067526968,2.68867434915269,"Massachusetts",1995,"Female","Northeast","New England","MA"
"1494",54,"Massachusetts.1995.Male",74.4439907271609,74.5704468155881,74.693402557202,74.569174090473,69.0010755275388,69.5200707590293,70.0797718533873,69.5280501648377,4.47882731110578,5.04579735055471,5.58461217415166,5.04112392563529,"Massachusetts",1995,"Male","Northeast","New England","MA"
"1495",55,"Massachusetts.1996.Female",80.449307037197,80.5538657196676,80.6704899584975,80.5563071421545,77.4879378553825,77.9735890157388,78.4588830368156,77.9784769355449,2.07819762685824,2.57729360363953,3.05137218181373,2.57783020660963,"Massachusetts",1996,"Female","Northeast","New England","MA"
"1496",56,"Massachusetts.1996.Male",74.8001770726042,74.9167380895498,75.0443290951253,74.9181971240061,69.96694679215,70.4577229567511,70.9669786624012,70.4557571249552,3.94207035304984,4.46593101662615,4.94636857091091,4.46243999905092,"Massachusetts",1996,"Male","Northeast","New England","MA"
"1497",57,"Massachusetts.1997.Female",80.5677416350819,80.6827878348597,80.8000139973557,80.6829197485082,77.8627022239549,78.2910064199291,78.7569621230955,78.2999544903468,1.91620620330094,2.39333627391679,2.84570970189367,2.38296525816139,"Massachusetts",1997,"Female","Northeast","New England","MA"
"1498",58,"Massachusetts.1997.Male",75.1714527003342,75.2990108066749,75.4195647146545,75.2977711017777,70.896578402849,71.3474480937789,71.8220414695325,71.344246158008,3.49578399612877,3.95250102692238,4.43308261425762,3.95352494376964,"Massachusetts",1997,"Male","Northeast","New England","MA"
"1499",59,"Massachusetts.1998.Female",80.6080148502128,80.7258805971373,80.8416334777521,80.7243032938863,78.2337701758875,78.6540859583125,79.1088783954918,78.6562786564759,1.62298056462742,2.07852327283383,2.49854182754061,2.06802463741044,"Massachusetts",1998,"Female","Northeast","New England","MA"
"1500",60,"Massachusetts.1998.Male",75.3636091364949,75.4788695422132,75.6003507750382,75.4795303770705,71.4692127249207,71.9508690900949,72.4105747293387,71.9489766385754,3.06699872833007,3.52866992393824,4.01741758868327,3.53055373849515,"Massachusetts",1998,"Male","Northeast","New England","MA"
"1501",61,"Massachusetts.1999.Female",80.6655967488024,80.774179298697,80.8882723083843,80.7763877971422,78.399216687201,78.8608834455673,79.3429536678242,78.8637834545559,1.42598242901823,1.92165030925718,2.38727632693619,1.91260434258634,"Massachusetts",1999,"Female","Northeast","New England","MA"
"1502",62,"Massachusetts.1999.Male",75.5330181551223,75.6536483170815,75.7668546245933,75.6533477032096,71.9422962618969,72.4062867481913,72.8658485848049,72.4073338153464,2.7692557700571,3.24874709224763,3.69864738771419,3.24601388786325,"Massachusetts",1999,"Male","Northeast","New England","MA"
"1503",63,"Massachusetts.2000.Female",80.6366091249458,80.7495204881587,80.8603089598181,80.7488847032496,78.650501286277,79.0609283753676,79.5023473990564,79.064677727248,1.23137633667372,1.68276015483909,2.11916465048748,1.68420697600165,"Massachusetts",2000,"Female","Northeast","New England","MA"
"1504",64,"Massachusetts.2000.Male",75.6527361120351,75.7764487156341,75.8973462440917,75.7772087664945,72.3554179525751,72.8014204151524,73.2636593115696,72.8039257887323,2.49843867902104,2.97548246596557,3.43889549524535,2.97328297776219,"Massachusetts",2000,"Male","Northeast","New England","MA"
"1505",65,"Massachusetts.2001.Female",80.652765294653,80.7663850361786,80.8661619920725,80.7638568639164,78.7908308393359,79.1969239295535,79.615834176832,79.1972781247287,1.12830618785218,1.57048276712802,1.98417004922499,1.56657873918768,"Massachusetts",2001,"Female","Northeast","New England","MA"
"1506",66,"Massachusetts.2001.Male",75.7929600935904,75.9208021993031,76.0380820964946,75.921384481881,72.6738611091038,73.1192980890236,73.5616980130488,73.1206410534336,2.33280982138057,2.79788960280369,3.24582899012383,2.80074342844746,"Massachusetts",2001,"Male","Northeast","New England","MA"
"1507",67,"Massachusetts.2002.Female",80.7942597332952,80.9012326923313,81.0135629591868,80.8999234655195,79.114333043923,79.5543201981756,79.9581538913652,79.546075510482,0.937903008223173,1.3523729684182,1.79481066659587,1.35384795503751,"Massachusetts",2002,"Female","Northeast","New England","MA"
